C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_40_941.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_40_941.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_40_941.jpg, 0, 0, 0, 8.214953E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_41_042.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_41_042.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_41_042.jpg, 0, 0, 0, 7.841398E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_41_145.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_41_145.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_41_145.jpg, 0, 0, 0, 7.79844E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_41_250.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_41_250.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_41_250.jpg, 0, 0, 0, 8.048781E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_41_350.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_41_350.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_41_350.jpg, 0, 0, 0, 7.838405E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_41_453.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_41_453.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_41_453.jpg, 0, 0, 0, 7.8347E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_41_558.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_41_558.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_41_558.jpg, 0, 0, 0, 7.794787E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_41_661.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_41_661.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_41_661.jpg, 0, 0, 0, 7.878966E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_41_762.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_41_762.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_41_762.jpg, 0, 0, 0, 7.770881E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_41_867.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_41_867.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_41_867.jpg, 0, 0, 0, 7.84649E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_41_968.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_41_968.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_41_968.jpg, 0, 0, 0, 7.831759E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_42_070.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_42_070.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_42_070.jpg, 0, 0, 0, 7.845257E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_42_173.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_42_173.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_42_173.jpg, 0, 0, 0, 7.781546E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_42_275.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_42_275.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_42_275.jpg, 0, 0, 0, 7.82229E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_42_376.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_42_376.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_42_376.jpg, 0, 0, 0, 7.971632E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_42_480.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_42_480.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_42_480.jpg, 0, 0, 0, 8.276501E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_42_581.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_42_581.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_42_581.jpg, 0, 0, 0, 7.803061E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_42_682.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_42_682.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_42_682.jpg, 0, 0, 0, 7.775975E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_42_783.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_42_783.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_42_783.jpg, 0, 0, 0, 7.86023E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_42_887.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_42_887.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_42_887.jpg, 0, 0, 0, 7.812311E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_42_990.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_42_990.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_42_990.jpg, 0, 0, 0, 7.816118E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_43_090.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_43_090.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_43_090.jpg, 0, 0, 0, 7.809413E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_43_191.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_43_191.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_43_191.jpg, 0, 0, 0, 7.867085E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_43_295.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_43_295.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_43_295.jpg, 0, 0, 0, 7.845106E-05
C:\Users\kuczo\Desktop\Data\IMG\center_2020_04_16_14_39_43_396.jpg, C:\Users\kuczo\Desktop\Data\IMG\left_2020_04_16_14_39_43_396.jpg, C:\Users\kuczo\Desktop\Data\IMG\right_2020_04_16_14_39_43_396.jpg, 0, 0, 0, 7.829432E-05
